products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms
100000,5,Grid,168.763,226295808,61162836,654,46,41,37,1197,1093,77,0.253,13,500,0,70.128,143.766
100000,5,Grid,168.996,226762752,59492348,654,28,41,37,1200,1095,78,0.275,13,500,0,68.250,159.950
100000,5,Grid,169.215,227885056,61725716,654,30,41,37,1201,1096,78,0.240,13,500,0,55.773,159.690
100000,5,Grid,169.458,226893824,60500708,654,32,41,37,1204,1098,79,0.297,13,500,0,60.433,178.722
100000,5,Grid,169.648,227205120,62933944,654,34,41,37,1205,1099,79,0.281,13,500,0,76.095,108.230
100000,5,Grid,169.895,226639872,60467752,654,36,41,37,1208,1101,80,0.242,13,500,0,67.306,174.786
100000,5,Grid,170.101,226840576,61571204,654,38,41,37,1210,1102,80,0.376,13,500,0,75.885,126.031
100000,5,Grid,170.353,226914304,60423500,654,40,41,37,1213,1104,81,0.283,13,500,0,70.556,176.386
100000,5,Grid,170.546,227250176,62821896,654,42,41,37,1214,1105,81,1.217,13,500,0,74.322,114.048
100000,5,before_idle,173.165,245776384,58174820,692,30,44,37,1231,1119,83,0.348,17,500,0,0.000,0.000
100000,5,after_idle,193.170,223997952,63614652,685,26,41,35,1335,1223,83,0.054,1,500,0,0.000,0.000
100000,6,Rows,195.988,284979200,110811928,657,27,41,37,1364,1251,84,0.307,1042,500,0,79.254,292.371
100000,6,Rows,198.574,288141312,60643116,652,28,41,36,1380,1267,85,0.291,21,500,0,2333.091,247.890
100000,6,Rows,198.820,286416896,60474432,653,29,41,37,1382,1269,85,0.319,15,500,0,79.060,163.581
100000,6,Rows,199.017,291225600,62805852,653,30,41,37,1383,1270,85,0.388,15,500,0,51.623,140.698
100000,6,Rows,199.293,290643968,60352284,653,32,41,37,1386,1272,86,0.254,15,500,0,81.465,189.769
100000,6,Rows,199.492,291065856,62290584,653,34,41,37,1387,1273,86,0.276,15,500,0,46.760,147.845
100000,6,Rows,199.753,290451456,60533344,653,36,41,37,1390,1275,87,0.276,15,500,0,64.220,193.661
100000,6,Rows,199.969,290684928,60354316,653,38,41,37,1392,1277,87,0.246,15,500,0,66.049,145.599
100000,6,Rows,200.161,291270656,62653832,653,40,41,37,1393,1278,87,0.234,15,500,0,50.579,137.271
100000,6,Rows,200.430,290430976,60247968,653,42,41,37,1396,1280,88,0.263,15,500,0,74.502,191.213
100000,6,Grid,200.793,290492416,60280024,653,46,41,37,1400,1282,88,0.279,13,500,0,180.501,153.635
100000,6,Grid,201.054,291549184,60675408,653,28,41,37,1402,1284,89,0.344,13,500,0,42.986,212.774
100000,6,Grid,201.334,290717696,60207216,653,30,41,37,1405,1286,90,1.006,13,500,0,78.517,196.965
100000,6,Grid,201.564,290947072,60364040,653,32,41,37,1407,1288,90,0.239,13,500,0,69.780,151.926
100000,6,Grid,201.746,291647488,62815664,653,34,41,37,1408,1289,90,0.236,13,500,0,44.116,134.272
100000,6,Grid,202.024,290906112,60139432,653,36,41,37,1411,1291,91,0.266,13,500,0,75.089,198.999
100000,6,Grid,202.244,291233792,60736516,653,38,41,37,1413,1293,91,0.258,13,500,0,72.679,143.273
100000,6,Grid,202.483,291483648,60564900,653,40,41,37,1415,1295,92,0.255,13,500,0,52.150,183.472
100000,6,Grid,202.686,291483648,61974684,653,42,41,37,1417,1296,92,0.263,13,500,0,70.010,129.377
100000,6,Grid,202.955,290996224,60483532,653,44,41,37,1420,1298,93,0.249,13,500,0,71.109,194.050
