products,cycle,phase,elapsed_s,private_bytes,managed_bytes,handles,gdi,user,threads,gc0,gc1,gc2,dispatcher_ms,pending_dispatcher,cache_entries,image_lookups,scan_ms,render_ms,native_input_pending
100000,6,Rows,176.033,347353088,79735972,661,30,43,36,2446,2152,86,0.188,154,500,0,54.848,105.928,1
100000,6,Rows,176.239,347574272,76863104,661,32,43,36,2449,2155,87,0.201,154,500,0,56.833,145.270,1
100000,6,Rows,176.389,348082176,80045832,661,34,43,36,2450,2156,87,0.193,154,500,0,37.856,108.883,1
100000,6,Rows,176.621,347283456,77139688,661,36,43,36,2453,2158,88,0.205,154,500,0,59.981,169.088,1
100000,6,Rows,176.795,347631616,77940252,661,38,43,36,2455,2160,88,0.192,154,500,0,57.134,113.731,1
100000,6,Grid,177.121,347455488,77194000,661,42,43,36,2459,2163,89,0.202,153,500,0,136.592,169.713,1
100000,6,Grid,177.296,347660288,78485352,661,44,43,36,2461,2165,89,0.210,153,500,0,58.490,112.614,1
100000,6,Grid,177.499,347971584,77308052,661,46,43,36,2463,2167,90,0.200,152,500,0,35.573,164.448,1
100000,6,Grid,177.663,347971584,80104680,661,28,43,36,2465,2169,90,0.299,152,500,0,60.265,100.588,1
100000,6,Grid,177.853,347348992,76868344,661,30,43,36,2468,2171,91,0.216,152,500,0,54.988,130.846,1
100000,6,Grid,178.030,347484160,79298248,661,32,43,36,2470,2172,91,0.225,152,500,0,62.540,111.081,1
100000,6,Grid,178.251,347709440,76860664,661,34,43,36,2473,2175,92,0.215,152,500,0,61.283,156.848,1
100000,6,Grid,178.409,348073984,80153860,661,36,43,36,2474,2176,92,0.218,152,500,0,40.362,114.359,1
100000,6,Grid,178.646,347570176,77117440,661,38,43,36,2477,2178,93,0.205,152,500,0,58.225,175.394,1
100000,6,Grid,178.825,347807744,78354992,661,40,43,36,2479,2180,93,0.203,152,500,0,59.271,116.473,1
100000,6,before_idle,180.154,366751744,79094476,696,32,45,36,2493,2193,94,0.166,178,500,0,0.000,0.000,1
100000,6,after_idle,200.176,345612288,82497648,692,28,42,34,2754,2454,94,0.116,168,500,0,0.000,0.000,1
100000,7,Rows,202.431,357089280,133552748,666,27,42,36,2785,2483,96,0.266,1205,500,0,62.571,225.746,1
100000,7,Rows,202.528,360800256,138854548,666,28,42,36,2785,2483,96,0.229,1009,500,0,8.256,85.361,1
100000,7,Rows,204.209,355721216,79873340,660,30,42,35,2802,2498,98,0.209,184,500,0,1507.375,170.310,1
100000,7,Rows,204.387,356261888,81322072,661,32,42,36,2804,2500,98,0.200,182,500,0,59.556,115.422,1
100000,7,Rows,204.539,356352000,83630664,661,30,42,36,2805,2501,98,0.272,177,500,0,40.454,108.162,1
100000,7,Rows,204.736,356687872,79720596,661,31,42,36,2808,2503,99,0.196,177,500,0,58.595,134.477,1
100000,7,Rows,204.918,356745216,80880500,661,32,42,36,2810,2505,99,0.203,177,500,0,59.512,119.551,1
100000,7,Rows,205.070,356741120,83240980,661,34,42,36,2811,2506,99,0.214,177,500,0,36.018,111.919,1
100000,7,Rows,205.274,356745216,79699472,661,36,42,36,2814,2508,100,0.204,177,500,0,60.980,139.528,1
100000,7,Rows,205.462,356921344,80800360,661,38,42,36,2816,2510,100,0.215,177,500,0,62.747,121.343,1
100000,7,Grid,205.758,357253120,79701460,661,42,42,36,2820,2513,101,0.203,176,500,0,143.797,135.044,1
100000,7,Grid,205.954,357928960,81272612,661,44,42,36,2822,2515,101,0.216,176,500,0,62.355,130.259,1
100000,7,Grid,206.174,357998592,80047228,661,46,42,36,2824,2517,102,0.231,175,500,0,39.017,176.945,1
100000,7,Grid,206.352,357998592,82859356,661,28,42,36,2826,2519,102,0.212,175,500,0,66.024,108.333,1
100000,7,Grid,206.562,357998592,79697616,661,30,42,36,2829,2521,103,0.231,175,500,0,62.468,143.394,1
100000,7,Grid,206.746,358010880,81676404,661,32,42,36,2831,2522,103,0.207,175,500,0,64.794,115.306,1
100000,7,Grid,206.984,358006784,79682232,661,34,42,36,2834,2525,104,0.218,175,500,0,64.536,170.127,1
100000,7,Grid,207.146,358277120,82676748,661,36,42,36,2835,2526,104,0.210,175,500,0,39.917,118.597,1
100000,7,Grid,207.359,358297600,79694752,661,38,42,36,2838,2528,105,0.225,175,500,0,64.128,145.064,1
100000,7,Grid,207.552,358297600,80668920,661,40,42,36,2840,2530,105,0.211,175,500,0,64.781,124.632,1
100000,7,before_idle,209.032,376283136,81095944,696,32,44,36,2855,2545,107,0.093,201,500,0,0.000,0.000,1
100000,7,after_idle,229.073,355164160,81111192,688,28,42,34,3106,2796,107,0.136,191,500,0,0.000,0.000,1
100000,8,Rows,231.345,364154880,135917136,665,27,42,36,3136,2824,109,0.256,1228,500,0,65.745,231.612,1
100000,8,Rows,231.443,367128576,141230252,665,28,42,36,3136,2824,109,0.249,1041,500,0,7.891,86.557,1
